value,series,district,area,speed,month
48.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 11-15,2009-12-01
42.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 16-20,2009-12-01
27.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 21-25,2009-12-01
21.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 26-30,2009-12-01
9.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 31-35,2009-12-01
5.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 36-40,2009-12-01
2.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 41-45,2009-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 46-50,2009-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, >50,2009-12-01
2.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, <11,2010-01-01
68.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 11-15,2010-01-01
65.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 16-20,2010-01-01
28.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 21-25,2010-01-01
8.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 26-30,2010-01-01
6.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 31-35,2010-01-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 36-40,2010-01-01
2.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, <11,2010-12-01
66.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 11-15,2010-12-01
48.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 16-20,2010-12-01
17.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 21-25,2010-12-01
7.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 26-30,2010-12-01
2.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 31-35,2010-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 36-40,2010-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, >50,2010-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, <11,2011-01-01
73.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 11-15,2011-01-01
39.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 16-20,2011-01-01
16.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 21-25,2011-01-01
4.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 26-30,2011-01-01
2.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 31-35,2011-01-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 36-40,2011-01-01
4.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, <11,2011-12-01
125.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 11-15,2011-12-01
77.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 16-20,2011-12-01
40.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 21-25,2011-12-01
9.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 26-30,2011-12-01
8.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 31-35,2011-12-01
3.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 36-40,2011-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 41-45,2011-12-01
4.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, <11,2012-01-01
86.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 11-15,2012-01-01
35.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 16-20,2012-01-01
17.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 21-25,2012-01-01
5.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 26-30,2012-01-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 31-35,2012-01-01
18.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, <11,2012-12-01
174.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 11-15,2012-12-01
81.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 16-20,2012-12-01
33.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 21-25,2012-12-01
16.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 26-30,2012-12-01
7.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 31-35,2012-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 36-40,2012-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 41-45,2012-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 46-50,2012-12-01
19.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, <11,2013-01-01
94.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 11-15,2013-01-01
47.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 16-20,2013-01-01
23.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 21-25,2013-01-01
7.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 26-30,2013-01-01
5.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 31-35,2013-01-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 41-45,2013-01-01
45.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, <11,2013-12-01
96.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 11-15,2013-12-01
39.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 16-20,2013-12-01
14.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 21-25,2013-12-01
9.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 26-30,2013-12-01
3.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 31-35,2013-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 36-40,2013-12-01
14.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, <11,2014-01-01
70.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 11-15,2014-01-01
33.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 16-20,2014-01-01
13.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 21-25,2014-01-01
5.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 26-30,2014-01-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 31-35,2014-01-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 36-40,2014-01-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 41-45,2014-01-01
26.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, <11,2014-12-01
127.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 11-15,2014-12-01
52.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 16-20,2014-12-01
22.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 21-25,2014-12-01
4.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 26-30,2014-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 31-35,2014-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 36-40,2014-12-01
14.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, <11,2015-01-01
107.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 11-15,2015-01-01
61.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 16-20,2015-01-01
21.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 21-25,2015-01-01
5.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 26-30,2015-01-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 36-40,2015-01-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 46-50,2015-01-01
23.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, <11,2015-12-01
138.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 11-15,2015-12-01
95.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 16-20,2015-12-01
24.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 21-25,2015-12-01
5.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 26-30,2015-12-01
2.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 31-35,2015-12-01
2.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 36-40,2015-12-01
9.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, <11,2016-01-01
71.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 11-15,2016-01-01
46.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 16-20,2016-01-01
11.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 21-25,2016-01-01
5.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 26-30,2016-01-01
2.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 31-35,2016-01-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 36-40,2016-01-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Eastern Bay of Plenty, 41-45,2016-01-01
4.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, <11,2009-12-01
118.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 11-15,2009-12-01
107.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 16-20,2009-12-01
45.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 21-25,2009-12-01
17.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 26-30,2009-12-01
9.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 31-35,2009-12-01
5.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 36-40,2009-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 41-45,2009-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 46-50,2009-12-01
2.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, <11,2010-01-01
121.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 11-15,2010-01-01
139.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 16-20,2010-01-01
60.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 21-25,2010-01-01
27.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 26-30,2010-01-01
9.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 31-35,2010-01-01
9.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 36-40,2010-01-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 41-45,2010-01-01
2.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 46-50,2010-01-01
16.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, <11,2010-12-01
149.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 11-15,2010-12-01
161.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 16-20,2010-12-01
91.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 21-25,2010-12-01
30.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 26-30,2010-12-01
14.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 31-35,2010-12-01
8.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 36-40,2010-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 41-45,2010-12-01
2.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 46-50,2010-12-01
6.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, <11,2011-01-01
184.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 11-15,2011-01-01
150.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 16-20,2011-01-01
54.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 21-25,2011-01-01
21.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 26-30,2011-01-01
7.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 31-35,2011-01-01
6.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 36-40,2011-01-01
3.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 41-45,2011-01-01
2.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 46-50,2011-01-01
2.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, >50,2011-01-01
22.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, <11,2011-12-01
174.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 11-15,2011-12-01
124.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 16-20,2011-12-01
45.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 21-25,2011-12-01
17.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 26-30,2011-12-01
12.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 31-35,2011-12-01
6.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 36-40,2011-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 41-45,2011-12-01
11.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, <11,2012-01-01
159.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 11-15,2012-01-01
132.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 16-20,2012-01-01
48.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 21-25,2012-01-01
16.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 26-30,2012-01-01
9.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 31-35,2012-01-01
3.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 36-40,2012-01-01
3.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 41-45,2012-01-01
30.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, <11,2012-12-01
243.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 11-15,2012-12-01
115.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 16-20,2012-12-01
52.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 21-25,2012-12-01
24.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 26-30,2012-12-01
14.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 31-35,2012-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 46-50,2012-12-01
8.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, <11,2013-01-01
164.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 11-15,2013-01-01
102.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 16-20,2013-01-01
39.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 21-25,2013-01-01
12.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 26-30,2013-01-01
4.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 31-35,2013-01-01
2.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 36-40,2013-01-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 41-45,2013-01-01
113.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, <11,2013-12-01
207.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 11-15,2013-12-01
79.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 16-20,2013-12-01
39.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 21-25,2013-12-01
13.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 26-30,2013-12-01
5.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 31-35,2013-12-01
2.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 36-40,2013-12-01
3.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 41-45,2013-12-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 46-50,2013-12-01
223.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, <11,2014-01-01
271.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 11-15,2014-01-01
129.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 16-20,2014-01-01
42.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 21-25,2014-01-01
22.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 26-30,2014-01-01
10.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 31-35,2014-01-01
5.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 36-40,2014-01-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 41-45,2014-01-01
1.0,Officer-issued excess speed band,Bay Of Plenty,Rotorua, 46-50,2014-01-01
