value,series,district,area,speed,year
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,11-15,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,31-35,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,41-45,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Coastal,46-50,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Lakes Central,11-15,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Lakes Central,16-20,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Lakes Central,<11,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Lakes Central,11-15,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Lakes Central,11-15,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Lakes Central,<11,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Lakes Central,11-15,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Lakes Central,16-20,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Otago Lakes Central,<11,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,<11,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,11-15,2009-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,16-20,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,26-30,2009-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,<11,2010-01-01
11.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,11-15,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,16-20,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,>50,2010-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,<11,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,11-15,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,16-20,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,46-50,2011-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,<11,2012-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,11-15,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,16-20,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,21-25,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,26-30,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,<11,2013-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,11-15,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,16-20,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,26-30,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,31-35,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,36-40,2013-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,<11,2014-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,11-15,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,36-40,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,41-45,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,<11,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,11-15,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,31-35,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,36-40,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,11-15,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,16-20,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,31-35,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,36-40,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,41-45,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Southern,Southland,>50,2016-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,<11,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,16-20,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,31-35,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,<11,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,11-15,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,21-25,2010-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,<11,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,11-15,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,16-20,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,<11,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,11-15,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,<11,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,36-40,2013-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,<11,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,11-15,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,<11,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,36-40,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Marlborough,<11,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,<11,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,26-30,2009-01-01
12.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,<11,2010-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,11-15,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,16-20,2010-01-01
19.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,<11,2011-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,11-15,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,21-25,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,31-35,2011-01-01
16.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,<11,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,11-15,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,16-20,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,21-25,2012-01-01
15.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,<11,2013-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,11-15,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,16-20,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,31-35,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,41-45,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,46-50,2013-01-01
14.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,<11,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,11-15,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,16-20,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,36-40,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,46-50,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,>50,2014-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,<11,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,11-15,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,31-35,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,<11,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,11-15,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,Nelson Bays,36-40,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Tasman,West Coast,11-15,2009-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Tasman,West Coast,21-25,2009-01-01
8.0,Police vehicle speed detections by calendar year* and speed band,Tasman,West Coast,11-15,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Tasman,West Coast,21-25,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,West Coast,<11,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Tasman,West Coast,11-15,2011-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Tasman,West Coast,<11,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Tasman,West Coast,11-15,2012-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Tasman,West Coast,11-15,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,West Coast,21-25,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,West Coast,<11,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Tasman,West Coast,11-15,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Tasman,West Coast,<11,2016-01-01
12.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,11-15,2009-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,16-20,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,26-30,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,>50,2009-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,<11,2010-01-01
21.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,11-15,2010-01-01
8.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,16-20,2010-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,21-25,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,26-30,2010-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,31-35,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,36-40,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,41-45,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,46-50,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,>50,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,<11,2011-01-01
15.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,11-15,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,16-20,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,21-25,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,26-30,2011-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,31-35,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,36-40,2011-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,41-45,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,>50,2011-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,<11,2012-01-01
13.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,11-15,2012-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,16-20,2012-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,21-25,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,26-30,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,31-35,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,36-40,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,41-45,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,46-50,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,>50,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,<11,2013-01-01
18.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,11-15,2013-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,16-20,2013-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,26-30,2013-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,31-35,2013-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,<11,2014-01-01
14.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,11-15,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,21-25,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,31-35,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,36-40,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,41-45,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,>50,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,11-15,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,16-20,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,36-40,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,41-45,2015-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,11-15,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,16-20,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,36-40,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Hamilton City,>50,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,11-15,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,16-20,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,21-25,2009-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,<11,2010-01-01
12.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,11-15,2010-01-01
8.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,16-20,2010-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,21-25,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,>50,2010-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,<11,2011-01-01
13.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,11-15,2011-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,16-20,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,21-25,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,>50,2011-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,<11,2012-01-01
8.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,11-15,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,16-20,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,26-30,2012-01-01
8.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,<11,2013-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,11-15,2013-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,16-20,2013-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,21-25,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,26-30,2013-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,<11,2014-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,11-15,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,31-35,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,41-45,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,<11,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,11-15,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,31-35,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,36-40,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,41-45,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,>50,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,11-15,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,31-35,2016-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato East,>50,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,21-25,2009-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,<11,2010-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,11-15,2010-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,16-20,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,26-30,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,31-35,2010-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,>50,2010-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,<11,2011-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,11-15,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,16-20,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,21-25,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,26-30,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,46-50,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,<11,2012-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,11-15,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,16-20,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,21-25,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,41-45,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,>50,2012-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,11-15,2013-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,16-20,2013-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,21-25,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,36-40,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,46-50,2013-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,<11,2014-01-01
12.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,11-15,2014-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,16-20,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,26-30,2014-01-01
7.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,31-35,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,36-40,2014-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,41-45,2014-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,46-50,2014-01-01
9.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,>50,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,21-25,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,36-40,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,41-45,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,46-50,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,>50,2015-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,11-15,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,46-50,2016-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Waikato,Waikato West,>50,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,11-15,2009-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,<11,2010-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,11-15,2010-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,16-20,2010-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,26-30,2010-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,<11,2011-01-01
10.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,11-15,2011-01-01
4.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,16-20,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,21-25,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,26-30,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,41-45,2011-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,>50,2011-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,<11,2012-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,11-15,2012-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,26-30,2012-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,<11,2013-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,11-15,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,16-20,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,21-25,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,31-35,2013-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,41-45,2013-01-01
19.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,<11,2014-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,11-15,2014-01-01
6.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,16-20,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,21-25,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,31-35,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,36-40,2014-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,41-45,2014-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,46-50,2014-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,>50,2014-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,<11,2015-01-01
2.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,11-15,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,31-35,2015-01-01
3.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,36-40,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,41-45,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,46-50,2015-01-01
5.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,>50,2015-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,<11,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,16-20,2016-01-01
1.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,Auckland Motorways,31-35,2016-01-01
17.0,Police vehicle speed detections by calendar year* and speed band,Waitemata,North Shore,11-15,2009-01-01
